chr01_000008984,remove
chr01_000008907,keep
chr01_000175165,remove
chr01_000175030,keep
chr01_000723781,remove
chr01_000723871,remove
chr01_000723732,keep
chr01_000949241,keep
chr01_001273044,remove
chr01_001272907,keep
chr01_001328316,keep
chr01_001439357,remove
chr01_001439376,remove
chr01_001439331,keep
chr01_001450802,remove
chr01_001450808,remove
chr01_001450867,remove
chr01_001450868,remove
chr01_001450876,remove
chr01_001450884,remove
chr01_001450798,keep
chr01_001459243,keep
chr01_001465651,keep
chr01_001831908,keep
chr01_001974937,remove
chr01_001974959,remove
chr01_001974844,keep
chr01_002304148,keep
chr01_002446068,keep
chr01_002479060,remove
chr01_002479044,keep
chr01_002552552,remove
chr01_002552573,remove
chr01_002552514,keep
chr01_002659894,remove
chr01_002659844,keep
chr01_002701177,remove
chr01_002701216,remove
chr01_002701217,remove
chr01_002701030,keep
chr01_002749173,keep
chr01_002750096,keep
chr01_002977285,remove
chr01_002977356,remove
chr01_002977411,remove
chr01_002977274,keep
chr01_003092865,keep
chr01_003284498,keep
chr01_003422355,keep
chr01_004138170,remove
chr01_004138065,keep
chr01_004152842,remove
chr01_004152821,keep
chr01_004186329,remove
chr01_004186267,keep
chr01_004244686,keep
chr01_004522927,keep
chr01_005397257,keep
chr01_005647196,remove
chr01_005647029,keep
chr01_005681105,keep
chr01_005908969,remove
chr01_005908846,keep
chr01_006014568,remove
chr01_006014664,remove
chr01_006014561,keep
chr01_006128452,keep
chr01_006162715,remove
chr01_006162733,remove
chr01_006162737,remove
chr01_006162681,keep
chr01_006165219,remove
chr01_006165235,remove
chr01_006165162,keep
chr01_006426192,keep
chr01_006546413,remove
chr01_006546394,keep
chr01_006630067,keep
chr01_006718243,remove
chr01_006718262,remove
chr01_006718155,keep
chr01_006773129,keep
chr01_007386534,keep
chr01_007643727,remove
chr01_007643733,remove
chr01_007643741,remove
chr01_007643666,keep
chr01_007856610,keep
chr01_008013059,keep
chr01_008028790,remove
chr01_008028758,keep
chr01_008186582,keep
chr01_008258375,remove
chr01_008258331,keep
chr01_008260282,remove
chr01_008260320,remove
chr01_008260218,keep
chr01_008379038,keep
chr01_008390536,remove
chr01_008390494,keep
chr01_008430234,remove
chr01_008430160,keep
chr01_008468198,remove
chr01_008468208,remove
chr01_008468279,remove
chr01_008468286,remove
chr01_008468099,keep
chr01_008514882,remove
chr01_008514828,keep
chr01_008716868,keep
chr01_009056051,keep
chr01_009108119,remove
chr01_009108118,keep
chr01_009121636,remove
chr01_009121550,keep
chr01_009159801,remove
chr01_009159741,keep
chr01_009212708,remove
chr01_009212710,remove
chr01_009212668,keep
chr01_009234526,keep
chr01_009400411,remove
chr01_009400470,remove
chr01_009400509,remove
chr01_009400514,remove
chr01_009400321,keep
chr01_009556591,remove
chr01_009556596,remove
chr01_009556567,keep
chr01_009564360,remove
chr01_009564291,keep
chr01_009596934,keep
chr01_009697854,keep
chr01_009840109,remove
chr01_009840140,remove
chr01_009840147,remove
chr01_009840153,remove
chr01_009840218,remove
chr01_009840219,remove
chr01_009840234,remove
chr01_009840105,keep
chr01_009898221,keep
chr01_009906660,remove
chr01_009906675,remove
chr01_009906648,keep
chr01_010565264,remove
chr01_010565284,remove
chr01_010565071,keep
chr01_010651550,keep
chr01_010670558,remove
chr01_010670530,keep
chr01_010987715,remove
chr01_010987670,keep
chr01_011095525,remove
chr01_011095491,keep
chr01_011400143,keep
chr01_011523011,keep
chr01_011638343,keep
chr01_012301670,keep
chr01_012381458,keep
chr01_012382020,remove
chr01_012382028,remove
chr01_012382096,remove
chr01_012382131,remove
chr01_012382189,remove
chr01_012382200,remove
chr01_012382209,remove
chr01_012382212,remove
chr01_012382003,keep
chr01_012668171,keep
chr01_012694267,remove
chr01_012694280,remove
chr01_012694294,remove
chr01_012694335,remove
chr01_012694355,remove
chr01_012694249,keep
chr01_012697575,keep
chr01_013009652,keep
chr01_013584570,remove
chr01_013584471,keep
chr01_014024669,remove
chr01_014024643,keep
chr01_014317206,remove
chr01_014317369,remove
chr01_014317195,keep
chr01_014370339,remove
chr01_014370343,remove
chr01_014370330,keep
chr01_015161370,keep
chr01_015173326,keep
chr01_015260368,keep
chr01_015534097,keep
chr01_015556114,remove
chr01_015556074,keep
chr01_016074913,keep
chr01_016169273,remove
chr01_016169287,remove
chr01_016169213,keep
chr01_016174740,remove
chr01_016174797,remove
chr01_016174641,keep
chr01_016918798,keep
chr01_017196397,remove
chr01_017196423,remove
chr01_017196294,keep
chr01_017481133,keep
chr01_017687057,keep
chr01_018666325,remove
chr01_018666185,keep
chr01_018734260,remove
chr01_018734158,keep
chr01_019297521,keep
chr01_019440627,keep
chr01_020084630,keep
chr01_021147142,keep
chr01_021506207,remove
chr01_021506097,keep
chr01_021509151,remove
chr01_021509175,remove
chr01_021509091,keep
chr01_022318457,remove
chr01_022318519,remove
chr01_022318355,keep
chr01_022460583,keep
chr01_022660963,remove
chr01_022660951,keep
chr01_022674801,keep
chr01_022792171,keep
chr01_023092666,keep
chr01_023128018,keep
chr01_023358151,remove
chr01_023358064,keep
chr01_023604552,keep
chr01_023640129,remove
chr01_023640059,keep
chr01_023651350,remove
chr01_023651321,keep
chr01_023653711,keep
chr01_023761878,keep
chr01_023798068,keep
chr01_023800778,remove
chr01_023800643,keep
chr01_024464273,keep
chr01_024823569,remove
chr01_024823577,remove
chr01_024823605,remove
chr01_024823665,remove
chr01_024823666,remove
chr01_024823549,keep
chr01_025103486,remove
chr01_025103462,keep
chr01_025472146,keep
chr01_025972164,keep
chr01_025999896,remove
chr01_025999897,remove
chr01_025999889,keep
chr01_026008411,keep
chr01_026246387,remove
chr01_026246353,keep
chr01_026475423,remove
chr01_026475463,remove
chr01_026475487,remove
chr01_026475584,remove
chr01_026475375,keep
chr01_026491587,remove
chr01_026491438,keep
chr01_026549199,remove
chr01_026549212,remove
chr01_026549108,keep
chr01_026636907,keep
chr01_027031610,remove
chr01_027031571,keep
chr01_028014577,remove
chr01_028014493,keep
chr01_028062629,remove
chr01_028062632,remove
chr01_028062739,remove
chr01_028062583,keep
chr01_028192744,keep
chr01_028912435,remove
chr01_028912415,keep
chr01_029184283,keep
chr01_029389567,keep
chr01_029556091,keep
chr01_029558344,keep
chr01_029877717,remove
chr01_029877744,remove
chr01_029877619,keep
chr01_030263914,keep
chr01_030316077,remove
chr01_030316086,remove
chr01_030316138,remove
chr01_030316071,keep
chr01_030741122,keep
chr01_030742405,remove
chr01_030742444,remove
chr01_030742341,keep
chr01_031162161,keep
chr01_031352977,keep
chr01_031537878,remove
chr01_031537857,keep
chr01_031700541,remove
chr01_031700436,keep
chr01_031794634,keep
chr01_031797284,keep
chr01_032392331,remove
