chr1.1_000194324|AltMatch_0001
chr1.1_000309952|AltMatch_0001
chr1.1_000532584|RefMatch_0001
chr1.1_000532584|RefMatch_0002
chr1.1_000532584|RefMatch_0003
chr1.1_000837330|RefMatch_0001
chr1.1_001169609|AltMatch_0001
chr1.1_001169609|RefMatch_0001
chr1.1_001169609|RefMatch_0002
chr1.1_001169609|RefMatch_0003
chr1.1_001938036|AltMatch_0001
chr1.1_001938036|AltMatch_0002
chr1.1_002432574|AltMatch_0001
chr1.1_002703089|RefMatch_0001
chr1.1_002703089|RefMatch_0002
chr1.1_003491884|RefMatch_0001
chr1.1_003613850|AltMatch_0001
chr1.1_003613850|RefMatch_0001
chr1.1_003613850|RefMatch_0002
chr1.1_003613850|RefMatch_0003
chr1.1_003613850|RefMatch_0004
chr1.1_004102347|AltMatch_0001
chr1.1_004102347|RefMatch_0001
chr1.1_004436755|RefMatch_0001
chr1.1_004538231|RefMatch_0001
chr1.1_004538231|RefMatch_0002
chr1.1_004538231|RefMatch_0003
chr1.1_004538231|RefMatch_0004
chr1.1_004538231|RefMatch_0005
chr1.1_004538231|RefMatch_0006
chr1.1_004538231|RefMatch_0007
chr1.1_004538231|RefMatch_0008
chr1.1_004538231|RefMatch_0009
chr1.1_004614862|AltMatch_0001
chr1.1_004614862|RefMatch_0001
chr1.1_004757298|RefMatch_0001
chr1.1_004757298|RefMatch_0002
chr1.1_004757298|RefMatch_0003
chr1.1_004964967|AltMatch_0001
chr1.1_004964967|RefMatch_0001
chr1.1_005509457|RefMatch_0001
chr1.1_005850336|RefMatch_0001
chr1.1_006072575|AltMatch_0001
chr1.1_006072575|AltMatch_0002
chr1.1_006263297|AltMatch_0001
chr1.1_006263297|AltMatch_0002
chr1.1_006342913|RefMatch_0001
chr1.1_006491042|RefMatch_0001
chr1.1_006660525|AltMatch_0001
chr1.1_006660525|RefMatch_0001
chr1.1_006759713|AltMatch_0001
chr1.1_006759713|RefMatch_0001
chr1.1_006927231|AltMatch_0001
chr1.1_006927231|RefMatch_0001
chr1.1_006927231|RefMatch_0002
chr1.1_007233177|AltMatch_0001
chr1.1_007233177|RefMatch_0001
chr1.1_007233177|RefMatch_0002
chr1.1_007349949|RefMatch_0001
chr1.1_007519233|AltMatch_0001
chr1.1_008362856|AltMatch_0001
chr1.1_008671918|AltMatch_0001
chr1.1_008671918|RefMatch_0001
chr1.1_009175857|AltMatch_0001
chr1.1_009175857|RefMatch_0001
chr1.1_009788520|RefMatch_0001
chr1.1_009788520|RefMatch_0002
chr1.1_010059811|AltMatch_0001
chr1.1_010059811|RefMatch_0001
chr1.1_010059811|RefMatch_0002
chr1.1_010059811|RefMatch_0003
chr1.1_010059811|RefMatch_0004
chr1.1_010059811|RefMatch_0005
chr1.1_010182954|AltMatch_0001
chr1.1_010318074|AltMatch_0001
chr1.1_010513693|AltMatch_0001
chr1.1_010740435|AltMatch_0001
chr1.1_010740435|RefMatch_0001
chr1.1_011053888|AltMatch_0001
chr1.1_011053888|RefMatch_0001
chr1.1_011053888|RefMatch_0002
chr1.1_011205612|RefMatch_0001
chr1.1_011294632|AltMatch_0001
chr1.1_011550587|RefMatch_0001
chr1.1_011667046|AltMatch_0001
chr1.1_011839955|RefMatch_0001
chr1.1_011839955|RefMatch_0002
chr1.1_011839955|RefMatch_0003
chr1.1_011839955|RefMatch_0004
chr1.1_012607158|AltMatch_0001
chr1.1_012673656|RefMatch_0001
chr1.1_012905400|RefMatch_0001
chr1.1_012905400|RefMatch_0002
chr1.1_014007601|RefMatch_0001
chr1.1_014007601|RefMatch_0002
chr1.1_014290088|AltMatch_0001
chr1.1_014788595|RefMatch_0001
chr1.1_014788595|RefMatch_0002
chr1.1_014788595|RefMatch_0003
chr1.1_014788595|RefMatch_0004
chr1.1_014974968|RefMatch_0001
chr1.1_015044468|RefMatch_0001
chr1.1_015282744|AltMatch_0001
chr1.1_015282744|RefMatch_0001
chr1.1_015282744|RefMatch_0002
chr1.1_015282744|RefMatch_0003
chr1.1_015282744|RefMatch_0004
chr1.1_015424890|RefMatch_0001
chr1.1_015424890|RefMatch_0002
chr1.1_015712918|RefMatch_0001
