chr1.1_000194324,81
chr1.1_000452961,81
chr1.1_000532584,81
chr1.1_000837330,81
chr1.1_000915014,81
chr1.1_001169609,81
chr1.1_001494903,81
chr1.1_001590881,81
chr1.1_002111756,81
chr1.1_002341138,81
chr1.1_002432574,81
chr1.1_002703089,81
chr1.1_002798325,81
chr1.1_003103125,81
chr1.1_003243094,81
chr1.1_003329439,81
chr1.1_003491884,81
chr1.1_003613850,81
chr1.1_003712477,81
chr1.1_003898103,81
chr1.1_004315961,81
chr1.1_004436755,81
chr1.1_004538231,81
chr1.1_004964967,81
chr1.1_005027893,81
chr1.1_005278309,81
chr1.1_005509457,81
chr1.1_005618685,81
chr1.1_006072575,81
chr1.1_006263297,81
chr1.1_006660525,81
chr1.1_006759713,81
chr1.1_006927231,81
chr1.1_007050147,81
chr1.1_007349949,81
chr1.1_007519233,81
chr1.1_007830610,81
chr1.1_008362856,81
chr1.1_008671918,81
chr1.1_009082943,81
chr1.1_009175857,81
chr1.1_009325684,81
chr1.1_009654615,81
chr1.1_009788520,81
chr1.1_010182954,81
chr1.1_010513693,81
chr1.1_010654139,81
chr1.1_010740435,81
chr1.1_011053888,81
chr1.1_011205612,81
chr1.1_011294632,81
chr1.1_011550587,81
chr1.1_011602715,81
chr1.1_011667046,81
chr1.1_011839955,81
chr1.1_012022200,81
chr1.1_012607158,81
chr1.1_012673656,81
chr1.1_012905400,81
chr1.1_012952616,81
chr1.1_013166244,81
chr1.1_013536075,81
chr1.1_014100127,81
chr1.1_014207906,81
chr1.1_014290088,81
chr1.1_014683124,81
chr1.1_014788595,81
chr1.1_014974968,81
chr1.1_015044468,81
chr1.1_015282744,81
chr1.1_016136535,81
chr1.1_016221768,81
chr1.1_016522945,81
chr1.1_016976894,81
chr1.1_017030914,81
chr1.1_017368305,81
chr1.1_017502654,81
chr1.1_017604907,81
chr1.1_018083264,81
chr1.1_018362099,81
chr1.1_018698343,81
chr1.1_019009023,81
chr1.1_019232221,81
chr1.1_019281061,81
chr1.1_019387175,81
chr1.1_019596141,81
chr1.1_019780298,81
chr1.1_020097917,81
chr1.1_020310833,81
chr1.1_020548930,81
chr1.1_020860458,81
chr1.1_021161903,81
chr1.1_022582932,81
chr1.1_023060630,81
chr1.1_023241568,81
chr1.1_023395952,81
chr1.1_023535207,81
chr1.1_024489859,81
chr1.1_024760634,81
chr1.1_024951410,81
chr1.1_025688638,81
chr1.1_025728959,81
chr1.1_026050142,81
chr1.1_026445102,81
chr1.1_026502181,81
chr1.1_026672067,81
chr1.1_027050989,81
chr1.1_028189850,81
chr1.1_028465946,81
chr1.1_028687110,81
chr1.1_028857948,81
chr1.1_029362039,81
chr1.1_030458048,81
chr1.1_030744456,81
chr1.1_030969636,81
chr1.1_031180522,81
chr1.1_031360007,81
chr1.1_031442927,81
chr1.1_031907509,81
chr1.1_034579746,81
chr1.1_034663420,81
chr1.1_034929778,81
chr1.1_035085053,81
chr1.1_035517292,81
chr1.1_035758205,81
chr1.1_035847212,81
chr1.1_036130046,81
chr1.1_036517797,81
chr1.1_037016138,81
chr1.1_037235555,81
chr1.1_037725360,81
chr1.1_038088164,81
chr1.1_038750613,81
chr1.1_039649704,81
chr1.1_039750391,81
chr1.1_040119373,81
chr1.1_040239853,81
chr1.1_040459914,81
chr1.1_040541523,81
chr1.1_040884556,81
chr1.1_041090446,81
chr1.1_041552398,81
chr1.1_041861948,81
chr1.1_041973913,81
chr1.1_042133605,81
chr1.1_042326466,81
chr1.1_042878649,81
chr1.1_042937109,81
chr1.1_043662924,81
chr1.1_043883037,81
chr1.1_043956745,81
chr1.1_044240352,81
chr1.1_044852814,81
chr1.1_045057203,81
chr1.1_045471702,81
chr1.1_045523314,81
chr1.1_045815957,81
chr1.1_046180304,81
chr1.1_046229506,81
chr1.1_046377798,81
chr1.1_046506264,81
chr1.1_046790681,81
chr1.1_046909735,81
chr1.1_047070995,81
chr1.1_047343338,81
chr1.1_047675063,81
chr1.1_048245831,81
chr1.1_048290432,81
chr1.1_048594376,81
chr1.1_048967392,81
chr1.1_049209776,81
chr1.1_049674571,81
chr1.1_049986705,81
chr1.1_050196038,81
chr1.1_050410075,81
chr1.1_050445236,81
chr1.1_050666099,81
chr1.1_050888730,81
chr1.1_051100476,81
chr1.1_051210992,81
chr1.1_051370226,81
chr1.1_051484533,81
chr1.1_051703372,81
chr1.1_051814520,81
chr1.1_051972182,81
chr1.1_052161558,81
chr1.1_052249466,81
chr1.1_052470363,81
chr1.1_052738087,81
chr1.1_052910315,81
chr1.1_053016387,81
chr1.1_053207743,81
chr1.1_053252858,81
chr1.1_053507789,81
chr1.1_053727670,81
chr1.1_054011025,81
chr1.1_054336339,81
chr1.1_054507030,81
chr1.1_054605569,81
chr1.1_054806633,81
chr1.1_054850273,81
chr1.1_055078568,81
chr1.1_055541494,81
chr1.1_055663565,81
chr1.1_055756341,81
chr1.1_056166196,81
chr1.1_056238297,81
chr1.1_056606323,81
chr1.1_056647379,81
chr1.1_056908185,81
chr1.1_056974244,81
chr1.1_057154748,81
chr1.1_057869947,81
chr1.1_058019546,81
chr1.1_058204817,81
chr1.1_058282718,81
chr1.1_058425180,81
chr1.1_058563877,81
chr1.1_059058568,81
chr1.1_059269690,81
chr1.1_059477047,81
chr1.1_059868522,81
chr1.1_060072647,81
chr1.1_060190289,81
chr1.1_060454213,81
chr1.1_060661578,81
chr1.1_060904991,81
chr1.1_061015913,81
chr1.1_061244894,81
chr1.1_061361427,81
chr1.1_061556964,81
chr1.1_061744598,81
chr1.1_061878825,81
chr1.1_062212163,81
chr1.1_062673159,81
chr1.1_062762651,81
chr1.1_062973817,81
chr1.1_063109180,81
chr1.1_063422231,81
chr1.1_063517450,81
chr1.1_063670977,81
chr1.1_064260200,81
chr1.1_064512571,81
